"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"wangguard","unknown","","10000"
"wassup","likely_yes","Doesn't include editor functionality","30000"
"watermark-reloaded","unknown","","5000"
"watu","unknown","","4000"
"wbounce","unknown","","4000"
"wc-cancel-order","unknown","","3000"
"wc-custom-add-to-cart-labels","unknown","","5000"
"wc-custom-thank-you","unknown","","4000"
"wc-fields-factory","unknown","","10000"
"wc-gallery","unknown","","30000"
"wc-hide-shipping-methods","unknown","","4000"
"wc-password-strength-settings","unknown","","10000"
"wc-product-customer-list","unknown","","4000"
"wc-responsive-video","unknown","","4000"
"wc-shortcodes","unknown","","40000"
"wc-speed-drain-repair","unknown","","3000"
"wc-variations-radio-buttons","unknown","","6000"
"wc-vendors","unknown","","20000"
"wc-widgets","unknown","","5000"
"wck-custom-fields-and-custom-post-types-creator","unknown","","20000"
"wcp-contact-form","likely_yes","Doesn't include editor functionality","10000"
"wcp-openweather","unknown","","3000"
"wd-facebook-feed","unknown","","40000"
"wd-google-analytics","likely_yes","Doesn't include editor functionality","20000"
"wd-google-maps","unknown","","20000"
"wd-instagram-feed","likely_yes","Doesn't include editor functionality","90000"
"wd-mailchimp","unknown","","3000"
"wd-twitter-feed","unknown","","6000"
"wd-youtube","unknown","","3000"
"weather-and-weather-forecast-widget","unknown","","5000"
"weather-for-us-widget","unknown","","0"
"weaver-ii-theme-extras","unknown","","0"
"weaverx-theme-support","unknown","","10000"
"web-ninja-google-analytics","likely_yes","Doesn't include editor functionality","4000"
"webappick-product-feed-for-woocommerce","unknown","","10000"
"webman-amplifier","unknown","","4000"
"webmaster-user-role","unknown","","9000"
"webriti-smtp-mail","likely_yes","Doesn't include editor functionality","10000"
"websimon-tables","unknown","","0"
"website-monetization-by-magenet","unknown","","50000"
"wedevs-project-manager","unknown","","4000"
"weekly-class-schedule","unknown","","5000"
"weforms","unknown","","3000"
"weglot","unknown","","20000"
"weight-based-shipping-for-woocommerce","unknown","","10000"
"welcome-email-editor","unknown","","20000"
"wen-logo-slider","unknown","","3000"
"wens-responsive-column-layout-shortcodes","unknown","","10000"
"weptile-image-slider-widget","unknown","","0"
"wf-cookie-consent","unknown","","20000"
"what-the-file","unknown","","40000"
"what-would-seth-godin-do","unknown","","6000"
"whats-new-genarator","unknown","","20000"
"whatsapp","unknown","","8000"
"whatsapp-jetpack-button","unknown","","3000"
"whatshelp-chat-button","unknown","","20000"
"when-last-login","likely_yes","Doesn't include editor functionality","4000"
"white-label-cms","likely_yes","Doesn't include editor functionality","100000"
"whitelist-ip-for-limit-login-attempts","likely_yes","Doesn't include editor functionality","3000"
"whmcs-bridge","unknown","","10000"
"who-hit-the-page-hit-counter","unknown","","4000"
"who-is-online","unknown","","3000"
"who-stole-the-text-justify-button","unknown","","7000"
"whydowork-adsense","unknown","","0"
"wickett-twitter-widget","unknown","","6000"
"widget-builder","unknown","","4000"
"widget-classes","unknown","","5000"
"widget-clone","unknown","","9000"
"widget-contact-form-7","unknown","","10000"
"widget-context","yes","Doesn't include editor functionality","60000"
"widget-countdown","unknown","","10000"
"widget-css-classes","yes","Doesn't include editor functionality","100000"
"widget-entries","unknown","","3000"
"widget-google-reviews","unknown","","10000"
"widget-icon","unknown","","3000"
"widget-importer-exporter","likely_yes","Doesn't include editor functionality","300000"
"widget-logic","yes","Doesn't include editor functionality","300000"
"widget-manager-light","unknown","","3000"
"widget-options","unknown","","50000"
"widget-or-sidebar-per-shortcode","unknown","","4000"
"widget-post-slider","unknown","","3000"
"widget-settings-importexport","testing","","60000"
"widget-shortcode","likely_no","Some editor UI is missing","60000"
"widget-title-links","unknown","","10000"
"widget-twitter","unknown","","7000"
"widget-visibility","unknown","","9000"
"widget-visibility-without-jetpack","unknown","","6000"
"widgetize-pages-light","unknown","","10000"
"widgets-controller","unknown","","6000"
"widgets-for-siteorigin","unknown","","40000"
"widgets-in-menu","unknown","","10000"
"widgets-on-pages","yes","Existing functionality works in Gutenberg","70000"
"widgets-reloaded","unknown","","5000"
"wincher-rank-tracker","unknown","","3000"
"wise-chat","unknown","","10000"
"wistia-wordpress-oembed-plugin","unknown","","8000"
"wiziapp-create-your-own-native-iphone-app","unknown","","3000"
"wk-google-analytics","likely_yes","Doesn't include editor functionality","20000"
"wonderm00ns-simple-facebook-open-graph-tags","testing","","70000"
"wonderplugin-slider-lite","unknown","","10000"
"woo-checkout-field-editor-pro","yes","Doesn't include editor functionality","70000"
"woo-confirmation-email","unknown","","3000"
"woo-custom-emails","unknown","","3000"
"woo-extra-product-options","unknown","","4000"
"woo-import-export-lite","unknown","","0"
"woo-instamojo","unknown","","7000"
"woo-login-redirect","unknown","","4000"
"woo-mercado-pago-module","unknown","","5000"
"woo-multi-currency","unknown","","3000"
"woo-order-export-lite","unknown","","20000"
"woo-paypalplus","unknown","","6000"
"woo-paystack","unknown","","4000"
"woo-permalink-manager","unknown","","5000"
"woo-poly-integration","unknown","","9000"
"woo-preview-emails","unknown","","3000"
"woo-product-gallery-slider","unknown","","4000"
"woo-product-images-slider","unknown","","4000"
"woo-product-slider","unknown","","4000"
"woo-product-slider-and-carousel-with-category","unknown","","5000"
"woo-related-products-refresh-on-reload","unknown","","3000"
"woo-stickers-by-webline","unknown","","6000"
"woo-usps-shipping-method","unknown","","6000"
"woo-widget-product-slideshow","unknown","","3000"
"woocommerce","no","Meta box doesn't work as expected, Some editor UI is missing","3000000"
"woocommerce-abandoned-cart","unknown","","10000"
"woocommerce-accepted-payment-methods","unknown","","10000"
"woocommerce-admin-bar-addition","unknown","","8000"
"woocommerce-advanced-free-shipping","unknown","","20000"
"woocommerce-ajax-cart","unknown","","5000"
"woocommerce-ajax-filters","unknown","","10000"
"woocommerce-all-currencies","unknown","","3000"
"woocommerce-all-in-one-seo-pack","unknown","","20000"
"woocommerce-apg-weight-and-postcodestatecountry-shipping","unknown","","4000"
"woocommerce-auto-added-coupons","unknown","","10000"
"woocommerce-auto-restore-stock","unknown","","3000"
"woocommerce-autocomplete-order","unknown","","10000"
"woocommerce-boleto","unknown","","0"
"woocommerce-breadcrumbs","unknown","","5000"
"woocommerce-bulk-discount","unknown","","20000"
"woocommerce-cart-tab","unknown","","40000"
"woocommerce-catalog","unknown","","8000"
"woocommerce-catalog-enquiry","unknown","","8000"
"woocommerce-category-banner","unknown","","4000"
"woocommerce-category-widget","unknown","","3000"
"woocommerce-checkout-field-editor","unknown","","0"
"woocommerce-checkout-manager","unknown","","50000"
"woocommerce-checkout-terms-conditions-popup","unknown","","3000"
"woocommerce-cod-advanced","unknown","","4000"
"woocommerce-colors","unknown","","30000"
"woocommerce-conversion-tracking","unknown","","10000"
"woocommerce-correios","unknown","","30000"
"woocommerce-csvimport","unknown","","0"
"woocommerce-currency-switcher","unknown","","30000"
"woocommerce-custom-product-tabs-lite","unknown","","10000"
"woocommerce-custom-tabs","unknown","","4000"
"woocommerce-customizer","unknown","","40000"
"woocommerce-de","unknown","","0"
"woocommerce-delivery-notes","unknown","","40000"
"woocommerce-direct-checkout","unknown","","20000"
"woocommerce-dropdown-cart","unknown","","4000"
"woocommerce-dynamic-gallery","unknown","","8000"
"woocommerce-easy-booking-system","unknown","","4000"
"woocommerce-easy-table-rate-shipping","unknown","","4000"
"woocommerce-email-test","unknown","","9000"
"woocommerce-email-validation","unknown","","4000"
"woocommerce-es","unknown","","4000"
"woocommerce-eu-vat-compliance","unknown","","3000"
"woocommerce-export-customer-email","unknown","","7000"
"woocommerce-exporter","unknown","","20000"
"woocommerce-extra-charges-to-payment-gateways","unknown","","3000"
"woocommerce-extra-checkout-fields-for-brazil","unknown","","20000"
"woocommerce-extra-product-sorting-options","unknown","","9000"
"woocommerce-facebook-share-like-button","unknown","","7000"
"woocommerce-for-japan","unknown","","4000"
"woocommerce-gateway-paypal-express-checkout","likely_yes","Doesn't include editor functionality","400000"
"woocommerce-gateway-paypal-powered-by-braintree","testing","","100000"
"woocommerce-gateway-simplify-commerce","unknown","","3000"
"woocommerce-gateway-stripe","likely_yes","Doesn't include editor functionality","300000"
"woocommerce-germanized","unknown","","30000"
"woocommerce-google-adwords-conversion-tracking-tag","unknown","","10000"
"woocommerce-google-analytics-integration","likely_yes","Doesn't include editor functionality","60000"
"woocommerce-google-dynamic-retargeting-tag","unknown","","4000"
"woocommerce-grid-list-toggle","unknown","","40000"
"woocommerce-image-zoom","unknown","","10000"
"woocommerce-incremental-product-quantities","unknown","","8000"
"woocommerce-jetpack","unknown","","40000"
"woocommerce-lightbox","unknown","","4000"
"woocommerce-login-and-registration","unknown","","3000"
"woocommerce-mailchimp","unknown","","20000"
"woocommerce-max-quantity","unknown","","6000"
"woocommerce-menu-bar-cart","unknown","","50000"
"woocommerce-menu-extension","unknown","","8000"
"woocommerce-mercadopago","unknown","","10000"
"woocommerce-mijireh-checkout","unknown","","3000"
"woocommerce-multilingual","yes","Doesn't include editor functionality","80000"
"woocommerce-multiple-free-gift","unknown","","3000"
"woocommerce-my-account-widget","unknown","","7000"
"woocommerce-myparcel","unknown","","3000"
"woocommerce-new-product-badge","unknown","","8000"
"woocommerce-nl","unknown","","10000"
"woocommerce-pagseguro","unknown","","40000"
"woocommerce-pay-for-payment","unknown","","9000"
"woocommerce-payment-discounts","unknown","","4000"
"woocommerce-paynl-payment-methods","unknown","","3000"
"woocommerce-paypal-pro-payment-gateway","unknown","","4000"
"woocommerce-payu-latam-gateway","unknown","","6000"
"woocommerce-payu-paisa","unknown","","10000"
"woocommerce-pdf-invoices","yes","Doesn't include editor functionality","10000"
"woocommerce-pdf-invoices-packing-slips","likely_yes","Doesn't include editor functionality","100000"
"woocommerce-poor-guys-swiss-knife","unknown","","0"
"woocommerce-pos","unknown","","6000"
"woocommerce-predictive-search","unknown","","6000"
"woocommerce-product-addon","unknown","","7000"
"woocommerce-product-archive-customiser","unknown","","20000"
"woocommerce-product-category-selection-widget","unknown","","5000"
"woocommerce-product-details-customiser","unknown","","9000"
"woocommerce-product-fees","unknown","","3000"
"woocommerce-product-image-flipper","unknown","","5000"
"woocommerce-product-importer","unknown","","3000"
"woocommerce-product-price-based-on-countries","unknown","","8000"
"woocommerce-product-search","unknown","","0"
"woocommerce-product-sku-generator","unknown","","8000"
"woocommerce-product-slider","unknown","","7000"
"woocommerce-product-sort-and-display","unknown","","7000"
"woocommerce-product-tabs","unknown","","4000"
"woocommerce-products-carousel-all-in-one","unknown","","4000"
"woocommerce-products-filter","unknown","","50000"
"woocommerce-products-per-page","unknown","","20000"
"woocommerce-products-slider","unknown","","10000"
"woocommerce-qtranslate-x","unknown","","10000"
"woocommerce-quantity-increment","unknown","","20000"
"woocommerce-quick-buy","unknown","","8000"
"woocommerce-quickpay","unknown","","3000"
"woocommerce-remove-all-products","unknown","","4000"
"woocommerce-role-based-price","unknown","","6000"
"woocommerce-sequential-order-numbers","unknown","","20000"
"woocommerce-services","likely_yes","Doesn't include editor functionality","200000"
"woocommerce-shipment-tracking","unknown","","0"
"woocommerce-shortcodes","unknown","","50000"
"woocommerce-show-attributes","unknown","","5000"
"woocommerce-simple-registration","unknown","","10000"
"woocommerce-simply-order-export","unknown","","10000"
"woocommerce-smart-sale-badge","unknown","","3000"
"woocommerce-social-media-share-buttons","unknown","","20000"
"woocommerce-sold-out-products","unknown","","5000"
"woocommerce-square","unknown","","10000"
"woocommerce-stock-manager","unknown","","10000"
"woocommerce-store-toolkit","unknown","","9000"
"woocommerce-table-rate-shipping","unknown","","40000"
"woocommerce-video-product-tab","unknown","","4000"
"woocommerce-vietnam-currency","unknown","","3000"
"woocommerce-wholesale-prices","unknown","","9000"
"woocommerce-woocart-popup-lite","unknown","","5000"
"woocommerce-xml-csv-product-import","unknown","","30000"
"woopra","likely_yes","Doesn't include editor functionality","7000"
"woosidebars","yes","Doesn't include editor functionality","300000"
"woosidebars-sbm-converter","unknown","","4000"
"wooswipe","unknown","","7000"
"wordapp-mobile-app","unknown","","10000"
"wordbooker","unknown","","0"
"wordfence","yes","Doesn't include editor functionality","2000000"
"wordfence-assistant","unknown","","10000"
"wordpress","unknown","","0"
"wordpress-23-related-posts-plugin","likely_yes","Some editor UI is missing","100000"
"wordpress-access-control","unknown","","20000"
"wordpress-automatic-upgrade","unknown","","0"
"wordpress-backup","likely_yes","Doesn't include editor functionality","0"
"wordpress-backup-to-dropbox","likely_yes","Doesn't include editor functionality","0"
"wordpress-beta-tester","unknown","","3000"
"wordpress-bootstrap-css","unknown","","10000"
"wordpress-countdown-widget","unknown","","9000"
"wordpress-database-reset","likely_yes","Doesn't include editor functionality","80000"
"wordpress-easy-paypal-payment-or-donation-accept-plugin","unknown","","20000"
"wordpress-ecommerce","unknown","","6000"
"wordpress-facebook-like-plugin","unknown","","9000"
"wordpress-faq-manager","unknown","","10000"
"wordpress-file-monitor","unknown","","0"
"wordpress-file-monitor-plus","unknown","","0"
"wordpress-firewall","unknown","","9000"
"wordpress-firewall-2","unknown","","0"
"wordpress-flash-uploader","unknown","","4000"
"wordpress-form-manager","unknown","","0"
"wordpress-gzip-compression","unknown","","10000"
"wordpress-hit-counter","unknown","","10000"
"wordpress-https","yes","Existing functionality works in Gutenberg","90000"
"wordpress-importer","likely_yes","Doesn't include editor functionality","4000000"
"wordpress-language","unknown","","10000"
"wordpress-meta-keywords","unknown","","5000"
"wordpress-meta-robots","unknown","","0"
"wordpress-mobile-edition","unknown","","3000"
"wordpress-mobile-pack","unknown","","10000"
"wordpress-move","unknown","","0"
"wordpress-mu-domain-mapping","unknown","","9000"
"wordpress-nextgen-galleryview","unknown","","4000"
"wordpress-notification-bar","unknown","","9000"
"wordpress-php-info","unknown","","20000"
"wordpress-ping-optimizer","yes","Doesn't include editor functionality","100000"
"wordpress-plugin-for-simple-google-adsense-insertion","unknown","","10000"
"wordpress-popular-posts","likely_yes","Doesn't include editor functionality","300000"
"wordpress-popup","likely_yes","Doesn't include editor functionality","70000"
"wordpress-post-tabs","unknown","","10000"
"wordpress-protection","unknown","","3000"
"wordpress-reset","likely_yes","Doesn't include editor functionality","20000"
"wordpress-seo","no","Meta box doesn't work as expected","5000000"
"wordpress-simple-paypal-shopping-cart","unknown","","40000"
"wordpress-simple-survey","unknown","","0"
"wordpress-social-login","likely_yes","Doesn't include editor functionality","70000"
"wordpress-social-ring","unknown","","10000"
"wordpress-special-characters-in-usernames","unknown","","3000"
"wordpress-tabs-slides","unknown","","4000"
"wordpress-thread-comment","unknown","","8000"
"wordpress-tooltips","unknown","","3000"
"wordpress-video-plugin","unknown","","10000"
"wordpresscom-popular-posts","unknown","","4000"
"wordtube","unknown","","5000"
"wordtwit","unknown","","8000"
"worker","likely_yes","Doesn't include editor functionality","600000"
"worpit-admin-dashboard-plugin","unknown","","3000"
"wowslider","unknown","","20000"
"wp-1-slider","unknown","","7000"
"wp-410","unknown","","5000"
"wp-about-author","unknown","","4000"
"wp-acceleration-for-china","unknown","","3000"
"wp-accessibility","unknown","","10000"
"wp-accessibility-helper","unknown","","7000"
"wp-activity","likely_yes","Doesn't include editor functionality","3000"
"wp-add-custom-css","likely_yes","Existing functionality works in Gutenberg","100000"
"wp-add-mime-types","unknown","","8000"
"wp-admin-bar-removal","unknown","","0"
"wp-admin-no-show","unknown","","6000"
"wp-admin-ui-customize","unknown","","40000"
"wp-ajax-edit-comments","unknown","","3000"
"wp-ajaxify-comments","unknown","","7000"
"wp-all-export","unknown","","40000"
"wp-all-import","likely_yes","Existing functionality works in Gutenberg","90000"
"wp-analytify","likely_yes","Doesn't include editor functionality","10000"
"wp-anti-spam","unknown","","4000"
"wp-antivirus-site-protection","unknown","","6000"
"wp-api-menus","unknown","","3000"
"wp-appbox","unknown","","5000"
"wp-approve-user","likely_yes","Doesn't include editor functionality","3000"
"wp-asset-clean-up","unknown","","9000"
"wp-attachment-export","unknown","","5000"
"wp-attachments","unknown","","5000"
"wp-author-date-and-meta-remover","unknown","","40000"
"wp-author-slug","likely_yes","Doesn't include editor functionality","3000"
"wp-auto-affiliate-links","unknown","","3000"
"wp-auto-tagger","unknown","","0"
"wp-autoloader","unknown","","0"
"wp-automatic-updates","unknown","","3000"
"wp-awesome-faq","unknown","","6000"
"wp-back-button","unknown","","3000"
"wp-backgrounds-lite","unknown","","5000"
"wp-backitup","likely_yes","Doesn't include editor functionality","20000"
"wp-baidu-submit","unknown","","8000"
"wp-ban","unknown","","20000"
"wp-bannerize","unknown","","10000"
"wp-basic-auth","unknown","","9000"
"wp-better-attachments","unknown","","6000"
"wp-better-emails","unknown","","20000"
"wp-biographia","unknown","","3000"
"wp-bitly","unknown","","5000"
"wp-blog-and-widgets","unknown","","10000"
"wp-booking-system","unknown","","8000"
"wp-booklet","unknown","","7000"
"wp-bouncer","likely_yes","Doesn't include editor functionality","3000"
"wp-bulk-delete","unknown","","7000"
"wp-cache","unknown","","0"
"wp-cachecom","unknown","","4000"
"wp-calameo","unknown","","4000"
"wp-calendar","unknown","","6000"
"wp-captcha","likely_yes","Doesn't include editor functionality","4000"
"wp-captcha-booster","likely_yes","Doesn't include editor functionality","4000"
"wp-captcha-free","unknown","","0"
"wp-carousel-free","unknown","","8000"
"wp-catalogue","unknown","","6000"
"wp-category-archive","unknown","","6000"
"wp-category-permalink","unknown","","6000"
"wp-category-posts-list","unknown","","10000"
"wp-category-tag-could","unknown","","10000"
"wp-cerber","likely_yes","Doesn't include editor functionality","60000"
"wp-change-default-email","unknown","","0"
"wp-change-default-from-email","unknown","","8000"
"wp-charts","unknown","","10000"
"wp-cirrus","unknown","","4000"
"wp-clean-up","likely_yes","Doesn't include editor functionality","40000"
"wp-clean-up-optimizer","unknown","","7000"
"wp-cleanfix","unknown","","3000"
"wp-cleanumlauts2","unknown","","5000"
"wp-cleanup","unknown","","4000"
"wp-client-logo-carousel","unknown","","10000"
"wp-clone-by-wp-academy","likely_yes","Doesn't include editor functionality","300000"
"wp-clone-template","unknown","","10000"
"wp-cloudy","unknown","","10000"
"wp-cms-post-control","unknown","","5000"
"wp-code-highlightjs","unknown","","3000"
"wp-colorbox","unknown","","10000"
"wp-complete-backup","likely_yes","Doesn't include editor functionality","4000"
"wp-conditional-captcha","likely_yes","Doesn't include editor functionality","8000"
"wp-config-file-editor","unknown","","10000"
"wp-construction-mode","likely_yes","Doesn't include editor functionality","40000"
"wp-contact-form","unknown","","10000"
"wp-contact-slider","unknown","","10000"
"wp-content-copy-protection","unknown","","40000"
"wp-content-copy-protector","likely_yes","Doesn't include editor functionality","80000"
"wp-cookiechoise","unknown","","4000"
"wp-copy-protect","unknown","","4000"
"wp-copyprotect","unknown","","40000"
"wp-copyright-protection","unknown","","20000"
"wp-creator-calculator","unknown","","5000"
"wp-crm","unknown","","5000"
"wp-cron-control","unknown","","10000"
"wp-crontrol","yes","Doesn't include editor functionality","70000"
"wp-csv","unknown","","10000"
"wp-csv-exporter","unknown","","10000"
"wp-cufon","unknown","","10000"
"wp-cumulus","unknown","","0"
"wp-custom-body-class","unknown","","5000"
"wp-custom-fields-search","unknown","","8000"
"wp-custom-login-page-logo","unknown","","10000"
"wp-custom-post-template","unknown","","10000"
"wp-custom-register-login","unknown","","3000"
"wp-custom-taxonomy-image","unknown","","4000"
"wp-custom-widget-area","unknown","","20000"
"wp-customer-reviews","yes","Existing functionality works in Gutenberg","60000"
"wp-cycle","unknown","","20000"
"wp-dashboard-notes","unknown","","10000"
"wp-database-backup","likely_yes","Doesn't include editor functionality","60000"
"wp-database-optimizer","unknown","","3000"
"wp-date-remover","unknown","","10000"
"wp-db-backup","likely_yes","Doesn't include editor functionality","300000"
"wp-dbmanager","likely_yes","Doesn't include editor functionality","100000"
"wp-deferred-javascripts","unknown","","8000"
"wp-disable","unknown","","20000"
"wp-disable-comments","unknown","","5000"
"wp-display-header","unknown","","10000"
"wp-document-revisions","unknown","","4000"
"wp-downgrade","unknown","","10000"
"wp-downloader","unknown","","7000"
"wp-downloadmanager","unknown","","9000"
"wp-draftsforfriends","unknown","","3000"
"wp-ds-blog-map","unknown","","6000"
"wp-dtree-30","unknown","","9000"
"wp-e-commerce","unknown","","30000"
"wp-easy-gallery","unknown","","10000"
"wp-easy-uploader","unknown","","4000"
"wp-easycart","unknown","","3000"
"wp-ecommerce-paypal","unknown","","10000"
"wp-edit","likely_yes","Existing functionality works in Gutenberg","100000"
"wp-editor","no","Doesn't include editor functionality","100000"
"wp-editor-fontsize","unknown","","3000"
"wp-editor-widget","unknown","","20000"
"wp-email","unknown","","10000"
"wp-email-capture","unknown","","9000"
"wp-email-login","unknown","","10000"
"wp-email-smtp","likely_yes","Doesn't include editor functionality","7000"
"wp-email-template","likely_yes","Doesn't include editor functionality","6000"
"wp-embed-facebook","unknown","","10000"
"wp-emmet","unknown","","3000"
"wp-emoji-one","unknown","","5000"
"wp-encrypt","unknown","","10000"
"wp-events","unknown","","6000"
"wp-events-manager","unknown","","10000"
"wp-example-content","unknown","","4000"
"wp-exclude-from-homepage","unknown","","3000"
"wp-exec-php","unknown","","7000"
"wp-exporter","unknown","","10000"
"wp-extended-search","unknown","","6000"
"wp-external-links","unknown","","30000"
"wp-extra-file-types","unknown","","6000"
"wp-facebook-fanbox-widget","unknown","","4000"
"wp-facebook-like","unknown","","4000"
"wp-facebook-login","likely_yes","Doesn't include editor functionality","10000"
"wp-facebook-messenger","unknown","","3000"
"wp-facebook-open-graph-protocol","unknown","","10000"
"wp-facebook-pixel","unknown","","5000"
"wp-facebook-reviews","unknown","","4000"
"wp-fail2ban","likely_yes","Doesn't include editor functionality","30000"
"wp-fancyzoom","unknown","","0"
"wp-farsi","unknown","","4000"
"wp-fast-cache","unknown","","4000"
"wp-fastest-cache","likely_yes","Doesn't include editor functionality","500000"
"wp-favorite-posts","unknown","","10000"
"wp-fb-autoconnect","likely_yes","Doesn't include editor functionality","4000"
"wp-fb-fan-box","unknown","","4000"
"wp-fb-share-like-button","unknown","","5000"
"wp-featherlight","unknown","","40000"
"wp-featured-content-and-slider","unknown","","4000"
"wp-featured-content-slider","unknown","","4000"
"wp-ffpc","unknown","","4000"
"wp-file-cache","unknown","","5000"
"wp-file-manager","likely_yes","Doesn't include editor functionality","100000"
"wp-file-upload","unknown","","20000"
"wp-filebase","unknown","","0"
"wp-filemanager","unknown","","0"
"wp-first-letter-avatar","unknown","","4000"
"wp-flexible-map","unknown","","20000"
"wp-float","unknown","","0"
"wp-floating-menu","unknown","","5000"
"wp-flybox","unknown","","3000"
"wp-font-awesome","unknown","","4000"
"wp-font-awesome-share-icons","unknown","","4000"
"wp-footnotes","unknown","","0"
"wp-force-https","unknown","","20000"
"wp-force-login","unknown","","10000"
"wp-force-ssl","unknown","","50000"
"wp-forecast","unknown","","10000"
"wp-frontpage-news","unknown","","5000"
"wp-full-auto-tags-manager","unknown","","3000"
"wp-fullcalendar","unknown","","10000"
"wp-gallery-custom-links","likely_no","Some editor UI is missing","60000"
"wp-geo","unknown","","5000"
"wp-gif-player","unknown","","5000"
"wp-glossary","unknown","","3000"
"wp-gmail-smtp","likely_yes","Doesn't include editor functionality","4000"
"wp-gmap","unknown","","0"
"wp-gmappity-easy-google-maps","unknown","","10000"
"wp-google-analytics","likely_yes","Doesn't include editor functionality","30000"
"wp-google-analytics-events","likely_yes","Doesn't include editor functionality","10000"
"wp-google-fonts","likely_yes","Doesn't include editor functionality","100000"
"wp-google-map-plugin","likely_yes","Doesn't include editor functionality","100000"
"wp-google-maps","yes","Existing functionality works in Gutenberg, Doesn't include editor functionality","400000"
"wp-google-search","unknown","","10000"
"wp-gpx-maps","unknown","","0"
"wp-gravatar","unknown","","3000"
"wp-hashcash","unknown","","9000"
"wp-header-images","unknown","","4000"
"wp-help","unknown","","10000"
"wp-hide-admin-bar","unknown","","3000"
"wp-hide-dashboard","unknown","","10000"
"wp-hide-pages","unknown","","4000"
"wp-hide-post","unknown","","50000"
"wp-hide-security-enhancer","unknown","","20000"
"wp-hide-title","unknown","","0"
"wp-hit-counter","unknown","","0"
"wp-hotel-booking","unknown","","4000"
"wp-htaccess-control","unknown","","20000"
"wp-htaccess-editor","likely_yes","Doesn't include editor functionality","40000"
"wp-html-compression","unknown","","10000"
"wp-html-mail","unknown","","6000"
"wp-html-sitemap","unknown","","0"
"wp-http-compression","unknown","","4000"
"wp-hyper-response","unknown","","20000"
"wp-image-borders","unknown","","8000"
"wp-image-seo","unknown","","3000"
"wp-image-size-limit","unknown","","7000"
"wp-image-zoooom","unknown","","10000"
"wp-imageflow2","unknown","","3000"
"wp-inject","unknown","","10000"
"wp-insert","unknown","","30000"
"wp-insert-code","unknown","","6000"
"wp-instagram-widget","yes","Doesn't include editor functionality","200000"
"wp-invoice","unknown","","4000"
"wp-issuu","unknown","","3000"
"wp-jalali","yes","Doesn't include editor functionality","100000"
"wp-job-manager","yes","Doesn't include editor functionality","100000"
"wp-job-manager-colors","unknown","","9000"
"wp-job-manager-companies","unknown","","10000"
"wp-job-manager-contact-listing","unknown","","20000"
"wp-job-manager-locations","unknown","","20000"
"wp-jquery-lightbox","likely_yes","Doesn't include editor functionality","80000"
"wp-jquery-plus","unknown","","5000"
"wp-jump-menu","unknown","","4000"
"wp-keyword-suggest","unknown","","4000"
"wp-knowledgebase","unknown","","4000"
"wp-last-login","likely_yes","Doesn't include editor functionality","9000"
"wp-latest-posts","unknown","","10000"
"wp-lead-plus-free-squeeze-pages-creator","unknown","","7000"
"wp-less","unknown","","20000"
"wp-lightbox","unknown","","0"
"wp-lightbox-2","likely_yes","Doesn't include editor functionality","100000"
"wp-lightbox-bank","unknown","","6000"
"wp-like-button","unknown","","10000"
"wp-limit-login-attempts","likely_yes","Doesn't include editor functionality","40000"
"wp-limit-posts-automatically","unknown","","0"
"wp-link-status","unknown","","10000"
"wp-linkedin","unknown","","6000"
"wp-links-page","unknown","","3000"
"wp-lister-for-ebay","unknown","","4000"
"wp-listings","unknown","","7000"
"wp-live-chat-software-for-wordpress","unknown","","10000"
"wp-live-chat-support","unknown","","50000"
"wp-log-viewer","unknown","","3000"
"wp-login-logo","likely_yes","Doesn't include editor functionality","3000"
"wp-login-recaptcha","likely_yes","Doesn't include editor functionality","9000"
"wp-logo-showcase","unknown","","4000"
"wp-logo-showcase-responsive-slider-slider","unknown","","20000"
"wp-lorem-ipsum-generator","unknown","","3000"
"wp-mail-bank","likely_yes","Doesn't include editor functionality","50000"
"wp-mail-logging","unknown","","30000"
"wp-mail-smtp","likely_yes","Doesn't include editor functionality","800000"
"wp-mailfrom-ii","unknown","","10000"
"wp-mailto-links","unknown","","10000"
"wp-mailup","unknown","","4000"
"wp-maintenance","likely_yes","Doesn't include editor functionality","30000"
"wp-maintenance-mode","likely_yes","Doesn't include editor functionality","500000"
"wp-manutencao","likely_yes","Doesn't include editor functionality","9000"
"wp-markdown","unknown","","4000"
"wp-masonry-layout","unknown","","7000"
"wp-mass-delete","unknown","","3000"
"wp-math-captcha","likely_yes","Doesn't include editor functionality","20000"
"wp-mautic","unknown","","7000"
"wp-maximum-execution-time-exceeded","unknown","","10000"
"wp-media-category-management","unknown","","10000"
"wp-media-library-categories","unknown","","20000"
"wp-mega-menu","unknown","","0"
"wp-megamenu","unknown","","4000"
"wp-members","yes","Existing functionality works in Gutenberg","70000"
"wp-memory-usage","unknown","","20000"
"wp-menu-cart","unknown","","5000"
"wp-meta-and-date-remover","unknown","","50000"
"wp-meta-data-filter-and-taxonomy-filter","unknown","","10000"
"wp-meta-seo","unknown","","20000"
"wp-meta-tags","unknown","","6000"
"wp-migrate-db","likely_yes","Doesn't include editor functionality","200000"
"wp-miniaudioplayer","unknown","","10000"
"wp-minify","unknown","","10000"
"wp-minify-fix","unknown","","6000"
"wp-missed-schedule","unknown","","0"
"wp-missed-schedule-posts","unknown","","8000"
"wp-mobile-detect","unknown","","20000"
